tempo,actual_tyre,visual_tyre,wear_tyre,available_tyre,recommended_session,life_span,usable_life,lap_delta_time,fitted
1324.71,17,16,20,1,5,12,18,0,1
1325.703,17,16,20,1,5,12,18,0,1
1326.706,17,16,20,1,5,12,18,0,1
1327.708,17,16,20,1,5,12,18,0,1
1328.725,17,16,21,1,5,12,18,0,1
1329.713,17,16,21,1,5,12,18,0,1
1330.717,17,16,21,1,5,12,18,0,1
1331.704,17,16,21,1,5,12,18,0,1
1332.713,17,16,21,1,5,12,18,0,1
1333.72,17,16,21,1,5,12,18,0,1
1334.724,17,16,21,1,5,12,18,0,1
1335.709,17,16,21,1,5,12,18,0,1
1336.721,17,16,21,1,5,12,18,0,1
1337.705,17,16,21,1,5,12,18,0,1
1338.71,17,16,21,1,5,12,18,0,1
1339.711,17,16,21,1,5,12,18,0,1
1340.707,17,16,21,1,5,12,18,0,1
1341.72,17,16,21,1,5,12,18,0,1
1342.712,17,16,21,1,5,12,18,0,1
1343.704,17,16,21,1,5,12,18,0,1
1344.724,17,16,21,1,5,12,18,0,1
1345.724,17,16,21,1,5,12,18,0,1
1346.718,17,16,21,1,5,12,18,0,1
1347.706,17,16,21,1,5,12,18,0,1
1348.706,17,16,21,1,5,12,18,0,1
1349.708,17,16,21,1,5,12,18,0,1
1350.704,17,16,21,1,5,12,18,0,1
1351.712,17,16,22,1,5,12,18,0,1
1352.726,17,16,22,1,5,12,18,0,1
1353.719,17,16,22,1,5,12,18,0,1
1354.705,17,16,22,1,5,12,18,0,1
1355.726,17,16,22,1,5,12,18,0,1
1356.725,17,16,22,1,5,12,18,0,1
1357.706,17,16,22,1,5,12,18,0,1
1358.707,17,16,22,1,5,12,18,0,1
1359.713,17,16,22,1,5,12,18,0,1
1360.723,17,16,22,1,5,12,18,0,1
1361.709,17,16,22,1,5,12,18,0,1
1362.72,17,16,22,1,5,12,18,0,1
1363.721,17,16,23,1,5,11,18,0,1
1364.724,17,16,23,1,5,11,18,0,1
1365.723,17,16,23,1,5,11,18,0,1
1366.709,17,16,23,1,5,11,18,0,1
1367.716,17,16,23,1,5,11,18,0,1
1368.723,17,16,23,1,5,11,18,0,1
1369.715,17,16,23,1,5,11,18,0,1
1370.724,17,16,23,1,5,11,18,0,1
1371.718,17,16,23,1,5,11,18,0,1
1372.721,17,16,23,1,5,11,18,0,1
1373.723,17,16,23,1,5,11,18,0,1
1374.723,17,16,23,1,5,11,18,0,1
1375.709,17,16,23,1,5,11,18,0,1
1376.72,17,16,23,1,5,11,18,0,1
1377.71,17,16,23,1,5,11,18,0,1
1378.71,17,16,23,1,5,11,18,0,1
1379.705,17,16,23,1,5,11,18,0,1
1380.703,17,16,24,1,5,11,18,0,1
1381.706,17,16,24,1,5,11,18,0,1
1382.705,17,16,24,1,5,11,18,0,1
1383.722,17,16,24,1,5,11,18,0,1
1384.702,17,16,24,1,5,11,18,0,1
1385.703,17,16,24,1,5,11,18,0,1
1386.708,17,16,24,1,5,11,18,0,1
1387.72,17,16,24,1,5,11,18,0,1
1388.722,17,16,24,1,5,11,18,0,1
1389.714,17,16,24,1,5,11,18,0,1
1390.711,17,16,24,1,5,11,18,0,1
1391.711,17,16,24,1,5,11,18,0,1
1392.716,17,16,24,1,5,11,18,0,1
1393.702,17,16,24,1,5,11,18,0,1
1394.709,17,16,24,1,5,11,18,0,1
1395.717,17,16,24,1,5,11,18,0,1
1396.712,17,16,24,1,5,11,18,0,1
1397.733,17,16,24,1,5,11,18,0,1
1398.718,17,16,25,1,5,11,18,0,1
1399.727,17,16,25,1,5,11,18,0,1
1400.726,17,16,25,1,5,11,18,0,1
1401.722,17,16,25,1,5,11,18,0,1
1402.721,17,16,25,1,5,11,18,0,1
1403.706,17,16,25,1,5,11,18,0,1
1404.705,17,16,25,1,5,11,18,0,1
1405.717,17,16,25,1,5,11,18,0,1
1406.717,17,16,25,1,5,11,18,0,1
1407.724,17,16,25,1,5,11,18,0,1
1408.705,17,16,25,1,5,11,18,0,1
1409.72,17,16,25,1,5,11,18,0,1
1410.703,17,16,25,1,5,11,18,0,1
1411.716,17,16,25,1,5,11,18,0,1
1412.721,17,16,25,1,5,11,18,0,1
1413.704,17,16,25,1,5,11,18,0,1
1414.706,17,16,25,1,5,11,18,0,1
1415.704,17,16,25,1,5,11,18,0,1
1416.705,17,16,25,1,5,11,18,0,1
1417.711,17,16,25,1,5,11,18,0,1
1418.718,17,16,25,1,5,11,18,0,1
1419.708,17,16,25,1,5,11,18,0,1
1420.713,17,16,25,1,5,11,18,0,1
1421.703,17,16,25,1,5,11,18,0,1
1422.704,17,16,25,1,5,11,18,0,1
1423.722,17,16,25,1,5,11,18,0,1
1424.725,17,16,25,1,5,11,18,0,1
1425.71,17,16,25,1,5,11,18,0,1
1426.704,17,16,26,1,5,11,18,0,1
1427.707,17,16,26,1,5,11,18,0,1
1428.726,17,16,26,1,5,11,18,0,1
1429.722,17,16,26,1,5,11,18,0,1
1430.703,17,16,26,1,5,11,18,0,1
1431.71,17,16,26,1,5,11,18,0,1
1432.717,17,16,26,1,5,11,18,0,1
1433.705,17,16,26,1,5,11,18,0,1
1434.705,17,16,26,1,5,11,18,0,1
1435.708,17,16,26,1,5,11,18,0,1
1436.724,17,16,26,1,5,10,18,0,1
1437.712,17,16,26,1,5,10,18,0,1
1438.722,17,16,27,1,5,10,18,0,1
1439.715,17,16,27,1,5,10,18,0,1
1440.716,17,16,27,1,5,10,18,0,1
1441.708,17,16,27,1,5,10,18,0,1
1442.707,17,16,27,1,5,10,18,0,1
1443.716,17,16,27,1,5,10,18,0,1
1444.72,17,16,27,1,5,10,18,0,1
1445.711,17,16,27,1,5,10,18,0,1
1446.714,17,16,27,1,5,10,18,0,1
1447.705,17,16,27,1,5,10,18,0,1
1448.709,17,16,27,1,5,10,18,0,1
1449.704,17,16,27,1,5,10,18,0,1
1450.716,17,16,27,1,5,10,18,0,1
1451.721,17,16,27,1,5,10,18,0,1
1452.723,17,16,28,1,5,10,18,0,1
1453.713,17,16,28,1,5,10,18,0,1
1454.722,17,16,28,1,5,10,18,0,1
1455.722,17,16,28,1,5,10,18,0,1
1456.716,17,16,28,1,5,10,18,0,1
1457.716,17,16,28,1,5,10,18,0,1
1458.702,17,16,28,1,5,10,18,0,1
1459.71,17,16,28,1,5,10,18,0,1
1460.702,17,16,28,1,5,10,18,0,1
1461.717,17,16,28,1,5,10,18,0,1
1462.704,17,16,28,1,5,10,18,0,1
1463.704,17,16,28,1,5,10,18,0,1
1464.716,17,16,28,1,5,10,18,0,1
1465.702,17,16,28,1,5,10,18,0,1
1466.724,17,16,28,1,5,10,18,0,1
1467.706,17,16,28,1,5,10,18,0,1
1468.72,17,16,28,1,5,10,18,0,1
1469.721,17,16,28,1,5,10,18,0,1
1470.71,17,16,28,1,5,10,18,0,1
1471.706,17,16,29,1,5,10,18,0,1
1472.718,17,16,29,1,5,10,18,0,1
1473.711,17,16,29,1,5,10,18,0,1
1474.724,17,16,29,1,5,10,18,0,1
1475.718,17,16,29,1,5,10,18,0,1
1476.722,17,16,29,1,5,10,18,0,1
1477.71,17,16,29,1,5,10,18,0,1
1478.715,17,16,29,1,5,10,18,0,1
1479.718,17,16,29,1,5,10,18,0,1
1480.706,17,16,29,1,5,10,18,0,1
1481.707,17,16,29,1,5,10,18,0,1
1482.725,17,16,29,1,5,10,18,0,1
1483.718,17,16,29,1,5,10,18,0,1
1484.716,17,16,29,1,5,10,18,0,1
1485.719,17,16,29,1,5,10,18,0,1
1486.724,17,16,29,1,5,10,18,0,1
1487.722,17,16,29,1,5,10,18,0,1
1488.724,17,16,29,1,5,10,18,0,1
1489.726,17,16,29,1,5,10,18,0,1
1490.702,17,16,29,1,5,10,18,0,1
1491.704,17,16,29,1,5,10,18,0,1
1492.707,17,16,29,1,5,10,18,0,1
1493.718,17,16,29,1,5,10,18,0,1
1494.712,17,16,29,1,5,10,18,0,1
1495.719,17,16,29,1,5,10,18,0,1
1496.722,17,16,29,1,5,10,18,0,1
1497.705,17,16,29,1,5,10,18,0,1
1498.727,17,16,29,1,5,10,18,0,1
1499.714,17,16,30,1,5,10,18,0,1
1500.711,17,16,30,1,5,10,18,0,1
1501.72,17,16,30,1,5,10,18,0,1
1502.716,17,16,30,1,5,10,18,0,1
1503.711,17,16,30,1,5,10,18,0,1
1504.714,17,16,30,1,5,10,18,0,1
1505.705,17,16,30,1,5,10,18,0,1
1506.702,17,16,30,1,5,10,18,0,1
1507.712,17,16,30,1,5,10,18,0,1
1508.704,17,16,30,1,5,10,18,0,1
1509.721,17,16,30,1,5,10,18,0,1
1510.723,17,16,31,1,5,9,18,0,1
1511.702,17,16,31,1,5,9,18,0,1
1512.721,17,16,31,1,5,9,18,0,1
1513.713,17,16,31,1,5,9,18,0,1
1514.721,17,16,31,1,5,9,18,0,1
1515.724,17,16,31,1,5,9,18,0,1
1516.718,17,16,31,1,5,9,18,0,1
1517.703,17,16,31,1,5,9,18,0,1
1518.717,17,16,31,1,5,9,18,0,1
1519.713,17,16,31,1,5,9,18,0,1
1520.713,17,16,31,1,5,9,18,0,1
1521.718,17,16,31,1,5,9,18,0,1
1522.711,17,16,32,1,5,9,18,0,1
1523.703,17,16,32,1,5,9,18,0,1
1524.724,17,16,32,1,5,9,18,0,1
1525.723,17,16,32,1,5,9,18,0,1
1526.715,17,16,32,1,5,9,18,0,1
1527.706,17,16,32,1,5,9,18,0,1
1528.703,17,16,32,1,5,9,18,0,1
1529.706,17,16,32,1,5,9,18,0,1
1530.706,17,16,32,1,5,9,18,0,1
1531.713,17,16,32,1,5,9,18,0,1
1532.715,17,16,32,1,5,9,18,0,1
1533.72,17,16,32,1,5,9,18,0,1
1534.704,17,16,32,1,5,9,18,0,1
1535.714,17,16,32,1,5,9,18,0,1
1536.707,17,16,33,1,5,9,18,0,1
1537.706,17,16,33,1,5,9,18,0,1
1538.703,17,16,33,1,5,9,18,0,1
1539.709,17,16,33,1,5,9,18,0,1
1540.713,17,16,33,1,5,9,18,0,1
1541.706,17,16,33,1,5,9,18,0,1
1542.705,17,16,33,1,5,9,18,0,1
1543.718,17,16,33,1,5,9,18,0,1
1544.717,17,16,33,1,5,9,18,0,1
1545.708,17,16,33,1,5,9,18,0,1
1546.724,17,16,33,1,5,9,18,0,1
1547.73,17,16,33,1,5,9,18,0,1
1548.705,17,16,33,1,5,9,18,0,1
1549.712,17,16,33,1,5,9,18,0,1
1550.706,17,16,33,1,5,9,18,0,1
